raw_name,normalised_name,wb_node,dataset,country,n,lat_centroid,lon_centroid,wb_group,wb_5km,wb_raw,contrib_group,override
"St. Marys River, GA","st. marys river, ga","st. marys river, ga",SchallesJ_US_Creighton,United States of America (the),23,30.72912830434782,-81.59771644444444,"wb2:cumberland sound, ga","wb5:cumberland sound, ga","raw:St. Marys River, GA",cg:BindingC_CA_ECCC,
"Cunningham Lake, NE","cunningham lake, ne","cunningham lake, ne",SchallesJ_US_Creighton,United States of America (the),9,41.34962422222222,-96.05454444444445,"wb2:cunningham lake, ne","wb5:cunningham lake, ne","raw:Cunningham Lake, NE",cg:BindingC_CA_ECCC,
Curonian Lagoon,curonian lagoon,curonian lagoon,AlikasK_EE_UT-TO,Lithuania,8,55.41820875,21.11696,wb2:curonian lagoon,wb5:curonian lagoon,raw:Curonian Lagoon,cg:AlikasK_EE_UT-TO,
Curuai Lake,curuai lake,curuai lake,BarbosaCCF_BR_LabISA-INPE,Brazil,14,-2.1530376985714286,-55.466297620714286,wb2:curuai lake,wb5:curuai lake,raw:Curuai Lake,cg:BarbosaCCF_BR_LabISA-INPE,
"Delaware Bay, DE","delaware bay, de","delaware bay, de",SchallesJ_US_Creighton,United States of America (the),4,39.06632083333332,-75.3866,"wb2:delaware bay, de","wb5:delaware bay, de","raw:Delaware Bay, DE",cg:BindingC_CA_ECCC,
"Murderkill River, DE","murderkill river, de","murderkill river, de",SchallesJ_US_Creighton,United States of America (the),4,39.028266666666674,-75.424525,"wb2:delaware bay, de","wb5:delaware bay, de","raw:Murderkill River, DE",cg:BindingC_CA_ECCC,
"St. Jones River, DE","st. jones river, de","st. jones river, de",SchallesJ_US_Creighton,United States of America (the),8,39.092054166666664,-75.45214166666668,"wb2:delaware bay, de","wb5:delaware bay, de","raw:St. Jones River, DE",cg:BindingC_CA_ECCC,
"Derby Pond, DE","derby pond, de","derby pond, de",SchallesJ_US_Creighton,United States of America (the),1,39.0857,-75.5599166666667,"wb2:derby pond, de","wb5:derby pond, de","raw:Derby Pond, DE",cg:BindingC_CA_ECCC,
Dianchi,dianchi,dianchi,MaR_CN_NIGLAS,China,12,24.821882000000002,102.67278974999999,wb2:dianchi,wb5:dianchi,raw:Dianchi,cg:MaR_CN_NIGLAS,
Dianchi,dianchi,dianchi,MatsushitaB_JP_Tsukuba,China,52,24.827321302884613,102.68687143461537,wb2:dianchi,wb5:dianchi,raw:Dianchi,cg:MaR_CN_NIGLAS,
"Doctor's Lake, FL","doctor's lake, fl","doctor's lake, fl",SchallesJ_US_Creighton,United States of America (the),3,30.118261111111135,-81.74494999999996,"wb2:doctor's lake, fl","wb5:doctor's lake, fl","raw:Doctor's Lake, FL",cg:BindingC_CA_ECCC,
"Dona Bay, FL","dona bay, fl","dona bay, fl",SchallesJ_US_Creighton,United States of America (the),1,27.116179,-82.453738,"wb2:dona bay, fl","wb5:blackburn bay, fl","raw:Dona Bay, FL",cg:BindingC_CA_ECCC,
"Intracoastal Waterway, FL","intracoastal waterway, fl","intracoastal waterway, fl",SchallesJ_US_Creighton,United States of America (the),1,27.1023,-82.4432166666667,"wb2:dona bay, fl","wb5:blackburn bay, fl","raw:Intracoastal Waterway, FL",cg:BindingC_CA_ECCC,
"Lyons Bay, FL","lyons bay, fl","lyons bay, fl",SchallesJ_US_Creighton,United States of America (the),1,27.1172833333333,-82.4666833333333,"wb2:dona bay, fl","wb5:blackburn bay, fl","raw:Lyons Bay, FL",cg:BindingC_CA_ECCC,
"Roberts Bay, FL","roberts bay, fl","roberts bay, fl",SchallesJ_US_Creighton,United States of America (the),1,27.1096166666667,-82.4545666666667,"wb2:dona bay, fl","wb5:blackburn bay, fl","raw:Roberts Bay, FL",cg:BindingC_CA_ECCC,
Eagle Creek Reservoir,eagle creek reservoir,eagle creek reservoir,LiL_US_IUPUI,United States of America (the),80,39.846196625,-86.30563575,wb2:eagle creek reservoir,wb5:eagle creek reservoir,raw:Eagle Creek Reservoir,cg:BindingC_CA_ECCC,
"Eagle Creek Reservoir, IN","eagle creek reservoir, in","eagle creek reservoir, in",SchallesJ_US_Creighton,United States of America (the),6,39.84970000000002,-86.30763055555555,wb2:eagle creek reservoir,wb5:eagle creek reservoir,"raw:Eagle Creek Reservoir, IN",cg:BindingC_CA_ECCC,
Ebro,ebro,ebro,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,3,42.9835239970584,-4.0418744060509635,wb2:ebro,wb5:ebro,raw:Ebro,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
El Atazar,el atazar,el atazar,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,4,40.909375,-3.4932638888888876,wb2:el atazar,wb5:el atazar,raw:El Atazar,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
"Elizabeth River, VA","elizabeth river, va","elizabeth river, va",SchallesJ_US_Creighton,United States of America (the),1,36.8831498333333,-76.3331821666667,"wb2:elizabeth river, va","wb5:elizabeth river, va","raw:Elizabeth River, VA",cg:BindingC_CA_ECCC,
Elysian,elysian,elysian,OlmansonLG_US_UMN,United States of America (the),1,44.19646,-93.6591,wb2:elysian,wb5:elysian,raw:Elysian,cg:OlmansonLG_US_UMN,
Embalse de Paso del Palmar,embalse de paso del palmar,embalse de paso del palmar,FernandezV_UY_MAUY,Uruguay,37,-33.07888162162162,-57.396886378378376,wb2:embalse de paso del palmar,wb5:embalse de paso del palmar,raw:Embalse de Paso del Palmar,cg:FernandezV_UY_MAUY,
English Channel,english channel,english channel,JametC_FR_ULCO-LOG,Belgium,23,51.38605060869565,2.903714826086957,wb2:english channel,wb5:english channel,raw:English Channel,cg:BracherA_DE_AWI,
English Channel,english channel,english channel,JametC_FR_ULCO-LOG,France,123,50.330943008130085,0.8960541681869919,wb2:english channel,wb5:english channel,raw:English Channel,cg:BracherA_DE_AWI,
English Channel,english channel,english channel,JametC_FR_ULCO-LOG,Netherlands (the),19,51.50541731578947,3.2539013684210527,wb2:english channel,wb5:english channel,raw:English Channel,cg:BracherA_DE_AWI,
English Channel,english channel,english channel,JametC_FR_ULCO-LOG,United Kingdom of Great Britain and Northern Ireland (the),31,50.830350709677425,0.02030052709677419,wb2:english channel,wb5:english channel,raw:English Channel,cg:BracherA_DE_AWI,
Entrepeñas,entrepenas,entrepenas,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,40.5083333333333,-2.73,wb2:entrepenas,wb5:entrepenas,raw:Entrepeñas,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Erhai,erhai,erhai,MatsushitaB_JP_Tsukuba,China,37,25.824160435675672,100.18414391081082,wb2:erhai,wb5:erhai,raw:Erhai,cg:MaR_CN_NIGLAS,
Fence Lake,fence lake,fence lake,GrebSR_US_WDNR,United States of America (the),3,45.94763666666666,-89.83756333333334,wb2:fence lake,wb5:fence lake,raw:Fence Lake,cg:BindingC_CA_ECCC,
"Fork Branch, DE","fork branch, de","fork branch, de",SchallesJ_US_Creighton,United States of America (the),1,39.18335,-75.5476,"wb2:fork branch, de","wb5:fork branch, de","raw:Fork Branch, DE",cg:BindingC_CA_ECCC,
Fox Lake,fox lake,fox lake,GrebSR_US_WDNR,United States of America (the),3,43.58855,-88.91967666666666,wb2:fox lake,wb5:fox lake,raw:Fox Lake,cg:BindingC_CA_ECCC,
Fox River,fox river,fox river,GrebSR_US_WDNR,United States of America (the),1,44.53722,-88.00648,wb2:fox river,wb5:fox river,raw:Fox River,cg:BindingC_CA_ECCC,
Francis,francis,francis,OlmansonLG_US_UMN,United States of America (the),1,44.21073,-93.69412,wb2:francis,wb5:elysian,raw:Francis,cg:OlmansonLG_US_UMN,
Fremont Lake #01,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),17,41.45017,-96.5606,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #01,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #02,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),17,41.4498,-96.56363,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #02,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #03,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),17,41.45073,-96.5695,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #03,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #04,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),14,41.45053,-96.57692,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #04,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #05,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),17,41.44907,-96.5709,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #05,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #07,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),16,41.44992,-96.57977,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #07,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #16,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),17,41.44202,-96.55752,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #16,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #17,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),17,41.4394,-96.54592,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #17,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #18,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),4,41.43837,-96.54097,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #18,cg:GitelsonAA_US_UNL,name normalised
Fremont Lake #20,fremont lake,fremont lake,GitelsonAA_US_UNL,United States of America (the),13,41.43662846153846,-96.54925307692308,wb2:fremont lake,wb5:fremont lake,raw:Fremont Lake #20,cg:GitelsonAA_US_UNL,name normalised
Victory Lake,victory lake,victory lake,GitelsonAA_US_UNL,United States of America (the),3,41.43943,-96.5358,wb2:fremont lake,wb5:fremont lake,raw:Victory Lake,cg:GitelsonAA_US_UNL,
Garda,garda,garda,GiardinoC_IT_CNR-IREA,Italy,193,45.50106779565342,10.625435573459988,wb2:garda,wb5:garda,raw:Garda,cg:GiardinoC_IT_CNR-IREA,
Gaupnefjorden,gaupnefjorden,gaupnefjorden,KristoffersenA_NO_UiB,Norway,4,61.380945,7.32197,wb2:gaupnefjorden,wb5:gaupnefjorden,raw:Gaupnefjorden,cg:KristoffersenA_NO_UiB,
Geist Reservoir,geist reservoir,geist reservoir,LiL_US_IUPUI,United States of America (the),58,39.930679827586204,-85.95442758620689,wb2:geist reservoir,wb5:geist reservoir,raw:Geist Reservoir,cg:BindingC_CA_ECCC,
Geneva Lake,geneva lake,geneva lake,GrebSR_US_WDNR,United States of America (the),12,42.565975,-88.5015125,wb2:geneva lake,wb5:geneva lake,raw:Geneva Lake,cg:BindingC_CA_ECCC,
Giribaile,giribaile,giribaile,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,38.0938888888889,-3.48861111111111,wb2:giribaile,wb5:giribaile,raw:Giribaile,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
"Grand Bay, MS","grand bay, ms","grand bay, ms",SchallesJ_US_Creighton,United States of America (the),2,30.36501916666665,-88.3523448611111,"wb2:grand bay, ms","wb5:apalachicola bay, fl","raw:Grand Bay, MS",cg:BindingC_CA_ECCC,
"Great Pee Dee River, SC","great pee dee river, sc","great pee dee river, sc",SchallesJ_US_Creighton,United States of America (the),1,33.3534833333333,-79.2720666666667,"wb2:great pee dee river, sc","wb5:great pee dee river, sc","raw:Great Pee Dee River, SC",cg:BindingC_CA_ECCC,
Green Lake,green lake,green lake,GrebSR_US_WDNR,United States of America (the),6,43.80972,-89.00619666666667,wb2:green lake,wb5:green lake,raw:Green Lake,cg:BindingC_CA_ECCC,
Grevelingen,grevelingen,grevelingen,WernandMR_NL_NIOZ_LK,Netherlands (the),1,51.777033,3.86735,wb2:grevelingen,wb5:grevelingen,raw:Grevelingen,cg:DekkerAG_NL_VU,
Guadalcacín,guadalcacin,guadalcacin,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,2,36.65919411431925,-5.729477501855165,wb2:guadalcacin,wb5:guadalcacin,raw:Guadalcacín,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Guadalén,guadalen,guadalen,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,1,38.1664172697193,-3.47698562473121,wb2:guadalen,wb5:guadalen,raw:Guadalén,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Guadalteba,guadalteba,guadalteba,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,2,36.9561111111111,-4.83222222222222,wb2:guadalteba,wb5:guadalteba,raw:Guadalteba,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Guiana,guiana,guiana,JametC_FR_ULCO-LOG,France,254,4.982792360563381,-52.25236573708921,wb2:guiana,wb5:guiana,raw:Guiana,cg:BracherA_DE_AWI,
"Gulf of Mexcio, FL","gulf of mexico, fl","gulf of mexico, fl",SchallesJ_US_Creighton,United States of America (the),4,30.265644861111127,-81.96403645833333,"wb2:gulf of mexico, fl","wb5:charlotte harbor, fl","raw:Gulf of Mexcio, FL",cg:BindingC_CA_ECCC,name normalised
"Gulf of Mexico, FL","gulf of mexico, fl","gulf of mexico, fl",SeaBASS_US_USF,United States of America (the),535,27.057055514018693,-82.70918,"wb2:gulf of mexico, fl","wb5:charlotte harbor, fl","raw:Gulf of Mexico, FL",cg:BindingC_CA_ECCC,
"Tampa Bay, FL","tampa bay, fl","tampa bay, fl",SeaBASS_US_USF,United States of America (the),75,27.8536,-82.597752,"wb2:gulf of mexico, fl","wb5:charlotte harbor, fl","raw:Tampa Bay, FL",cg:BindingC_CA_ECCC,
"Gulf of Mexico, LA","gulf of mexico, la","gulf of mexico, la",SeaBASS_US_NRL,United States of America (the),46,29.207182608695653,-90.56429745652173,"wb2:gulf of mexico, la","wb5:apalachicola bay, fl","raw:Gulf of Mexico, LA",cg:BindingC_CA_ECCC,"manual merge (pipeline review of candidates): same sea (Louisiana shelf), closest samples 2.4 km"
Northern Gulf of Mexico,northern gulf of mexico,northern gulf of mexico,FichotCG_US_BU_NGOM,United States of America (the),65,28.762233846153848,-91.5564276923077,"wb2:gulf of mexico, la","wb5:apalachicola bay, fl",raw:Northern Gulf of Mexico,cg:BindingC_CA_ECCC,"manual merge (pipeline review of candidates): same sea (Louisiana shelf), closest samples 2.4 km"
Gulf of Tonkin,gulf of tonkin,gulf of tonkin,JametC_FR_ULCO-LOG,Viet Nam,104,20.75897402884615,106.96552898076924,wb2:gulf of tonkin,wb5:gulf of tonkin,raw:Gulf of Tonkin,cg:BracherA_DE_AWI,
"Ha Long Bay, Quang Ninh Province","ha long bay, quang ninh province","ha long bay, quang ninh province",NguyenTTH_VN_VNU-HUS,Viet Nam,20,20.909122392251252,107.09359998402161,wb2:gulf of tonkin,wb5:gulf of tonkin,"raw:Ha Long Bay, Quang Ninh Province",cg:BracherA_DE_AWI,
Hardangerfjorden,hardangerfjorden,hardangerfjorden,KristoffersenA_NO_UiB,Norway,5,59.935238000000005,5.71184,wb2:hardangerfjorden,wb5:hardangerfjorden,raw:Hardangerfjorden,cg:KristoffersenA_NO_UiB,
Haringvliet,haringvliet,haringvliet,WernandMR_NL_NIOZ_LK,Netherlands (the),1,51.822017,4.039617,wb2:haringvliet,wb5:haringvliet,raw:Haringvliet,cg:DekkerAG_NL_VU,
Hartbeespoort,hartbeespoort,hartbeespoort,KravitzJ_ZA_UCT,South Africa,1,-25.755,27.836,wb2:hartbeespoort,wb5:hartbeespoort,raw:Hartbeespoort,cg:KravitzJ_ZA_UCT,
Hartbeespoort,hartbeespoort,hartbeespoort,MatthewsM_ZA_UCT,South Africa,15,-25.751306666666668,27.850573333333333,wb2:hartbeespoort,wb5:hartbeespoort,raw:Hartbeespoort,cg:KravitzJ_ZA_UCT,
Hauroko,hauroko,hauroko,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-45.996582,167.329983,wb2:hauroko,wb5:hauroko,raw:Hauroko,cg:LehmannMK_NZ_UOW_NZ_LK,
Hawke Bay,hawke bay,hawke bay,LehmannMK_NZ_UOW_NZ_CST,New Zealand,65,-39.29660875868581,177.16284742528345,wb2:hawke bay,wb5:hawke bay,raw:Hawke Bay,cg:LehmannMK_NZ_UOW_NZ_CST,
Hibara,hibara,hibara,MatsushitaB_JP_Tsukuba,Japan,4,37.689881944999996,140.0544097,wb2:hibara,wb5:hibara,raw:Hibara,cg:MaR_CN_NIGLAS,
High Rock Lake,high rock lake,high rock lake,DiVittorioC_US_WFU,United States of America (the),105,35.65109780952381,-80.29974009523809,wb2:high rock lake,wb5:high rock lake,raw:High Rock Lake,cg:DiVittorioC_US_WFU,
Hilversums Kanaal,hilversums kanaal,hilversums kanaal,DekkerAG_NL_VU,Netherlands (the),1,52.23297,5.06738,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Hilversums Kanaal,cg:DekkerAG_NL_VU,
Lake Loosdrecht,lake loosdrecht,lake loosdrecht,SimisSGH_NL_NIOO-KNAW,Netherlands (the),14,52.201078,5.064451,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Lake Loosdrecht,cg:DekkerAG_NL_VU,
Loenderveensche Plas,loenderveensche plas,loenderveensche plas,DekkerAG_NL_VU,Netherlands (the),1,52.20096,5.05959,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Loenderveensche Plas,cg:DekkerAG_NL_VU,
Loenderveense Plas West,loenderveense plas,loenderveense plas,DekkerAG_NL_VU,Netherlands (the),1,52.21624,5.06175,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Loenderveense Plas West,cg:DekkerAG_NL_VU,name normalised
Loenderveense Plas oost,loenderveense plas,loenderveense plas,DekkerAG_NL_VU,Netherlands (the),2,52.20096,5.05959,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Loenderveense Plas oost,cg:DekkerAG_NL_VU,name normalised
Vecht (Breukelen/Nieuwersluis),vecht (breukelen/nieuwersluis),vecht (breukelen/nieuwersluis),DekkerAG_NL_VU,Netherlands (the),1,52.20593,5.02154,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Vecht (Breukelen/Nieuwersluis),cg:DekkerAG_NL_VU,
Vecht (Loenen),vecht (loenen),vecht (loenen),DekkerAG_NL_VU,Netherlands (the),1,52.2022,5.0206,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Vecht (Loenen),cg:DekkerAG_NL_VU,
Vuntus,vuntus,vuntus,DekkerAG_NL_VU,Netherlands (the),1,52.21044,5.07541,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Vuntus,cg:DekkerAG_NL_VU,
Vuntus jachthaven,vuntus jachthaven,vuntus jachthaven,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.21185,5.067967,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Vuntus jachthaven,cg:DekkerAG_NL_VU,
Waterleidingplas,waterleidingplas,waterleidingplas,DekkerAG_NL_VU,Netherlands (the),2,52.21258,5.043285,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Waterleidingplas,cg:DekkerAG_NL_VU,
Wijde Blik,wijde blik,wijde blik,DekkerAG_NL_VU,Netherlands (the),3,52.22808333333333,5.05834,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Wijde Blik,cg:DekkerAG_NL_VU,
Wijde Gat,wijde gat,wijde gat,DekkerAG_NL_VU,Netherlands (the),1,52.23385,5.07971,wb2:hilversums kanaal,wb5:amsterdam-rhine canal,raw:Wijde Gat,cg:DekkerAG_NL_VU,
Hou Lake,hou lake,hou lake,YueL_CN_CUG,China,24,30.731096108333332,114.28722807083334,wb2:hou lake,wb5:hou lake,raw:Hou Lake,cg:YueL_CN_CUG,
Ibitinga Reservoir,ibitinga reservoir,ibitinga reservoir,BarbosaCCF_BR_LabISA-INPE,Brazil,28,-21.835811607125,-48.94881458335,wb2:ibitinga reservoir,wb5:ibitinga reservoir,raw:Ibitinga Reservoir,cg:BarbosaCCF_BR_LabISA-INPE,
Ijmeer Durgerdam,ijmeer durgerdam,ijmeer durgerdam,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.377367,4.9906,wb2:ijmeer durgerdam,wb5:ijmeer durgerdam,raw:Ijmeer Durgerdam,cg:DekkerAG_NL_VU,"manual merge (pipeline review of candidates): IJmeer is the south-western part of Markermeer, 9.9 km"
Markermeer De hemmelanden,markermeer de hemmelanden,markermeer de hemmelanden,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.460133,5.045567,wb2:ijmeer durgerdam,wb5:ijmeer durgerdam,raw:Markermeer De hemmelanden,cg:DekkerAG_NL_VU,"manual merge (pipeline review of candidates): IJmeer is the south-western part of Markermeer, 9.9 km"
IJsselmeer,ijsselmeer,ijsselmeer,SimisSGH_NL_NIOO-KNAW,Netherlands (the),268,52.76374751243781,5.438309235074627,wb2:ijsselmeer,wb5:ijsselmeer,raw:IJsselmeer,cg:DekkerAG_NL_VU,manual merge (AUDIT_1 L2): same lake; station 24.9 km from main samples
Ijsselmeer De Oude Zeug,ijsselmeer de oude zeug,ijsselmeer de oude zeug,WernandMR_NL_NIOZ_LK,Netherlands (the),1,52.8591,5.10345,wb2:ijsselmeer,wb5:ijsselmeer,raw:Ijsselmeer De Oude Zeug,cg:DekkerAG_NL_VU,manual merge (AUDIT_1 L2): same lake; station 24.9 km from main samples
"Intracoastal Waterway, TX","intracoastal waterway, tx","intracoastal waterway, tx",SchallesJ_US_Creighton,United States of America (the),2,28.14943055555555,-96.89550972222224,"wb2:intracoastal waterway, tx","wb5:intracoastal waterway, tx","raw:Intracoastal Waterway, TX",cg:BindingC_CA_ECCC,
Iseo,iseo,iseo,GiardinoC_IT_CNR-IREA,Italy,17,45.699269555555546,10.039529588235295,wb2:iseo,wb5:iseo,raw:Iseo,cg:GiardinoC_IT_CNR-IREA,
Itaipu,itaipu,itaipu,BarbosaCCF_BR_LabISA-INPE,Brazil,113,-24.67714265444425,-54.23542650798584,wb2:itaipu,wb5:itaipu,raw:Itaipu,cg:BarbosaCCF_BR_LabISA-INPE,
Iznájar,iznajar,iznajar,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,14,37.277321428571426,-4.351349206349207,wb2:iznajar,wb5:iznajar,raw:Iznájar,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
"James River, VA","james river, va","james river, va",SchallesJ_US_Creighton,United States of America (the),8,36.99102129166668,-76.45084593750002,"wb2:james river, va","wb5:atlantic ocean, va","raw:James River, VA",cg:BindingC_CA_ECCC,
Jándula,jandula,jandula,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,2,38.242797019860305,-3.95214094157871,wb2:jandula,wb5:jandula,raw:Jándula,cg:Ruiz-VerduA_ES_UVEG-CEDEX,name normalised
Kelbra Reservoir,kelbra reservoir,kelbra reservoir,OppeltN_DE_CAU_Kiel,Germany,1,51.25878,11.00329,wb2:kelbra reservoir,wb5:kelbra reservoir,raw:Kelbra Reservoir,cg:OppeltN_DE_CAU_Kiel,
"Knitting Mill Creek, VA","knitting mill creek, va","knitting mill creek, va",SchallesJ_US_Creighton,United States of America (the),1,36.8858285,-76.2939393333333,"wb2:knitting mill creek, va","wb5:elizabeth river, va","raw:Knitting Mill Creek, VA",cg:BindingC_CA_ECCC,
"Lafayette River, VA","lafayette river, va","lafayette river, va",SchallesJ_US_Creighton,United States of America (the),4,36.90196141666667,-76.30043416666665,"wb2:knitting mill creek, va","wb5:elizabeth river, va","raw:Lafayette River, VA",cg:BindingC_CA_ECCC,
La Serena,la serena,la serena,Ruiz-VerduA_ES_UVEG-CEDEX,Spain,4,38.89770833333333,-5.18513888888889,wb2:la serena,wb5:la serena,raw:La Serena,cg:Ruiz-VerduA_ES_UVEG-CEDEX,
Lac Courte Oreilles,lac courte oreilles,lac courte oreilles,GrebSR_US_WDNR,United States of America (the),3,45.89299333333333,-91.43374999999999,wb2:lac courte oreilles,wb5:lac courte oreilles,raw:Lac Courte Oreilles,cg:BindingC_CA_ECCC,
Lac Vieux Desert,lac vieux desert,lac vieux desert,GrebSR_US_WDNR,United States of America (the),6,46.12922833333334,-89.11592166666667,wb2:lac vieux desert,wb5:lac vieux desert,raw:Lac Vieux Desert,cg:BindingC_CA_ECCC,
Lago Rincon del Bonete,lago rincon del bonete,lago rincon del bonete,FernandezV_UY_MAUY,Uruguay,11,-32.73902681818182,-56.38166736363637,wb2:lago rincon del bonete,wb5:lago rincon del bonete,raw:Lago Rincon del Bonete,cg:FernandezV_UY_MAUY,
Lake Ahijarv,lake ahijarv,lake ahijarv,AlikasK_EE_UT-TO,Estonia,2,57.712785,26.501269999999998,wb2:lake ahijarv,wb5:lake ahijarv,raw:Lake Ahijarv,cg:AlikasK_EE_UT-TO,
Lake Arapuni,lake arapuni,lake arapuni,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.122825,175.62751500000002,wb2:lake arapuni,wb5:lake arapuni,raw:Lake Arapuni,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Areare,lake areare,lake areare,LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-37.668026,175.20102233333333,wb2:lake areare,wb5:lake areare,raw:Lake Areare,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Aviemore,lake aviemore,lake aviemore,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-44.62052,170.304774,wb2:lake aviemore,wb5:lake aviemore,raw:Lake Aviemore,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake B,lake b,lake b,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.679104,175.247701,wb2:lake b,wb5:lake areare,raw:Lake B,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake D (Kainui),lake d (kainui),lake d (kainui),LehmannMK_NZ_UOW_NZ_LK,New Zealand,3,-37.676817,175.23269166666668,wb2:lake b,wb5:lake areare,raw:Lake D (Kainui),cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Benmore,lake benmore,lake benmore,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-44.399491,170.22421500000002,wb2:lake benmore,wb5:lake benmore,raw:Lake Benmore,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Biel,lake biel,lake biel,SpyrakosE_GB_STIR,Switzerland,4,47.095416665,7.19560833325,wb2:lake biel,wb5:lake biel,raw:Lake Biel,cg:AlikasK_EE_UT-TO,
Lake Bonney,lake bonney,lake bonney,AnsteeJ_AU_CSIRO,Australia,6,-34.220874116666664,140.44600613333333,wb2:lake bonney,wb5:lake bonney,raw:Lake Bonney,cg:AnsteeJ_AU_CSIRO,
Lake Boruja Mała,lake boruja maa,lake boruja maa,FicekD_PL_APSL,Poland,13,54.08755,17.42328,wb2:lake boruja maa,wb5:lake boruja maa,raw:Lake Boruja Mała,cg:FicekD_PL_APSL,name normalised
Lake Brunner,lake brunner,lake brunner,LehmannMK_NZ_UOW_NZ_LK,New Zealand,4,-42.619268500000004,171.462377,wb2:lake brunner,wb5:lake brunner,raw:Lake Brunner,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Burley Griffin,lake burley griffin,lake burley griffin,AnsteeJ_AU_CSIRO,Australia,2,-35.2922503,149.09976354999998,wb2:lake burley griffin,wb5:lake burley griffin,raw:Lake Burley Griffin,cg:AnsteeJ_AU_CSIRO,
Lake Champlain,lake champlain,lake champlain,O'DonnellDM_US_UFI,Canada,1,45.02766667,-73.12975,wb2:lake champlain,wb5:lake champlain,raw:Lake Champlain,cg:BindingC_CA_ECCC,
