raw_name,normalised_name,wb_node,dataset,country,n,lat_centroid,lon_centroid,wb_group,wb_5km,wb_raw,contrib_group,override
Lake Rototuna,lake rototuna,lake rototuna,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.25097,174.04006,wb2:lake rototuna,wb5:lake rototuna,raw:Lake Rototuna,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Rouge Suurjarv,lake rouge suurjarv,lake rouge suurjarv,AlikasK_EE_UT-TO,Estonia,4,57.72865275,26.9214265,wb2:lake rouge suurjarv,wb5:lake rouge suurjarv,raw:Lake Rouge Suurjarv,cg:AlikasK_EE_UT-TO,
Lake Ruataniwha,lake ruataniwha,lake ruataniwha,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-44.280182,170.066213,wb2:lake ruataniwha,wb5:lake ruataniwha,raw:Lake Ruataniwha,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Ruatuna,lake ruatuna,lake ruatuna,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.927254,175.29072,wb2:lake ruatuna,wb5:lake maratoto,raw:Lake Ruatuna,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Ruusmae,lake ruusmae,lake ruusmae,AlikasK_EE_UT-TO,Estonia,2,57.635655,27.08512,wb2:lake ruusmae,wb5:lake ruusmae,raw:Lake Ruusmae,cg:AlikasK_EE_UT-TO,
Lake Rybiec,lake rybiec,lake rybiec,FicekD_PL_APSL,Poland,5,54.29455,17.15594,wb2:lake rybiec,wb5:lake rybiec,raw:Lake Rybiec,cg:FicekD_PL_APSL,
Lake Saadjarv,lake saadjarv,lake saadjarv,AlikasK_EE_UT-TO,Estonia,4,58.53639,26.660345,wb2:lake saadjarv,wb5:lake elistvere,raw:Lake Saadjarv,cg:AlikasK_EE_UT-TO,
Lake Sheppard,lake sheppard,lake sheppard,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-42.761886,172.249619,wb2:lake sheppard,wb5:lake sheppard,raw:Lake Sheppard,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Taylor,lake taylor,lake taylor,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-42.771022,172.24170049999998,wb2:lake sheppard,wb5:lake sheppard,raw:Lake Taylor,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Siika-Kama,lake siika-kama,lake siika-kama,AlikasK_EE_UT-TO,Finland,1,66.22537,26.4839,wb2:lake siika-kama,wb5:lake siika-kama,raw:Lake Siika-Kama,cg:AlikasK_EE_UT-TO,
Lake Soitsjärv,lake soitsjarv,lake soitsjarv,AlikasK_EE_UT-TO,Estonia,1,58.55788,26.68229,wb2:lake soitsjarv,wb5:lake elistvere,raw:Lake Soitsjärv,cg:AlikasK_EE_UT-TO,name normalised
Lake Sumner,lake sumner,lake sumner,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-42.698689,172.217759,wb2:lake sumner,wb5:lake loch katrine,raw:Lake Sumner,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Tamula,lake tamula,lake tamula,AlikasK_EE_UT-TO,Estonia,1,57.844405,26.984806,wb2:lake tamula,wb5:lake tamula,raw:Lake Tamula,cg:AlikasK_EE_UT-TO,
Lake Tarawera,lake tarawera,lake tarawera,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.2056165,176.427615,wb2:lake tarawera,wb5:lake tarawera,raw:Lake Tarawera,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Taupo,lake taupo,lake taupo,LehmannMK_NZ_UOW_NZ_LK,New Zealand,5,-38.7505876,176.0176538,wb2:lake taupo,wb5:lake taupo,raw:Lake Taupo,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Tekapo,lake tekapo,lake tekapo,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-43.929889,170.526889,wb2:lake tekapo,wb5:lake tekapo,raw:Lake Tekapo,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Tuggeranong,lake tuggeranong,lake tuggeranong,AnsteeJ_AU_CSIRO,Australia,1,-35.40916111,149.0663889,wb2:lake tuggeranong,wb5:lake tuggeranong,raw:Lake Tuggeranong,cg:AnsteeJ_AU_CSIRO,
Lake Tutira,lake tutira,lake tutira,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-39.226619,176.893,wb2:lake tutira,wb5:lake tutira,raw:Lake Tutira,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Waikopiro,lake waikopiro,lake waikopiro,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-39.235301,176.89497,wb2:lake tutira,wb5:lake tutira,raw:Lake Waikopiro,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Vanern,lake vanern,lake vanern,AlikasK_EE_UT-TO,Sweden,9,58.677144444444444,13.274993333333335,wb2:lake vanern,wb5:lake vanern,raw:Lake Vanern,cg:AlikasK_EE_UT-TO,
Lake Vänern,lake vanern,lake vanern,SpyrakosE_GB_STIR,Sweden,7,58.69127381142857,13.26555238,wb2:lake vanern,wb5:lake vanern,raw:Lake Vänern,cg:AlikasK_EE_UT-TO,name normalised
Lake Vanttausjarvi,lake vanttausjarvi,lake vanttausjarvi,AlikasK_EE_UT-TO,Finland,1,66.48714,26.60941,wb2:lake vanttausjarvi,wb5:lake vanttausjarvi,raw:Lake Vanttausjarvi,cg:AlikasK_EE_UT-TO,
Lake Verevi,lake verevi,lake verevi,AlikasK_EE_UT-TO,Estonia,3,58.23099166666666,26.404783666666663,wb2:lake verevi,wb5:lake verevi,raw:Lake Verevi,cg:AlikasK_EE_UT-TO,
Lake Victoria,lake victoria,lake victoria,AnsteeJ_AU_CSIRO,Australia,3,-33.987002999999994,141.27198313333335,wb2:lake victoria,wb5:lake victoria,raw:Lake Victoria,cg:AnsteeJ_AU_CSIRO,
Lake Viljandi,lake viljandi,lake viljandi,AlikasK_EE_UT-TO,Estonia,1,58.35718,25.60305,wb2:lake viljandi,wb5:lake viljandi,raw:Lake Viljandi,cg:AlikasK_EE_UT-TO,
Lake Vortsjarv,lake vortsjarv,lake vortsjarv,AlikasK_EE_UT-TO,Estonia,16,58.219075625,26.064335,wb2:lake vortsjarv,wb5:lake vortsjarv,raw:Lake Vortsjarv,cg:AlikasK_EE_UT-TO,
Lake Vuoskujarvi,lake vuoskujarvi,lake vuoskujarvi,AlikasK_EE_UT-TO,Finland,1,66.43307,26.54973,wb2:lake vuoskujarvi,wb5:lake vuoskujarvi,raw:Lake Vuoskujarvi,cg:AlikasK_EE_UT-TO,
Lake Waahi,lake waahi,lake waahi,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-37.5574285,175.12526,wb2:lake waahi,wb5:lake hakanoa,raw:Lake Waahi,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Waikare,lake waikare,lake waikare,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-37.426093,175.20036,wb2:lake waikare,wb5:lake waikare,raw:Lake Waikare,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Waikaremoana,lake waikaremoana,lake waikaremoana,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-38.773755,177.11047,wb2:lake waikaremoana,wb5:lake waikaremoana,raw:Lake Waikaremoana,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Wainui,lake wainui,lake wainui,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-36.101378,173.88225,wb2:lake wainui,wb5:lake wainui,raw:Lake Wainui,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Wairepo Arm,lake wairepo arm,lake wairepo arm,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-44.298703,170.078974,wb2:lake wairepo arm,wb5:lake ruataniwha,raw:Lake Wairepo Arm,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Waitawa,lake waitawa,lake waitawa,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-40.724733,175.1705,wb2:lake waitawa,wb5:lake waitawa,raw:Lake Waitawa,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Wakatipu,lake wakatipu,lake wakatipu,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-45.0256365,168.5574135,wb2:lake wakatipu,wb5:lake wakatipu,raw:Lake Wakatipu,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Wanaka,lake wanaka,lake wanaka,LehmannMK_NZ_UOW_NZ_LK,New Zealand,6,-44.569939,169.09502366666666,wb2:lake wanaka,wb5:lake wanaka,raw:Lake Wanaka,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Waubesa,lake waubesa,lake waubesa,GrebSR_US_WDNR,United States of America (the),9,43.01073777777778,-89.32375777777777,wb2:lake waubesa,wb5:lake mendota,raw:Lake Waubesa,cg:BindingC_CA_ECCC,
Lake Whangape,lake whangape,lake whangape,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-37.4681015,175.052805,wb2:lake whangape,wb5:lake whangape,raw:Lake Whangape,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Winnebago,lake winnebago,lake winnebago,GrebSR_US_WDNR,United States of America (the),10,43.969041,-88.43879,wb2:lake winnebago,wb5:lake winnebago,raw:Lake Winnebago,cg:BindingC_CA_ECCC,
Lake Winneconne,lake winneconne,lake winneconne,GrebSR_US_WDNR,United States of America (the),4,44.1430725,-88.73556,wb2:lake winneconne,wb5:lake winneconne,raw:Lake Winneconne,cg:BindingC_CA_ECCC,
Lake Winnipeg,lake winnipeg,lake winnipeg,BindingC_CA_ECCC,Canada,46,52.01237500021739,-97.38261376826087,wb2:lake winnipeg,wb5:lake winnipeg,raw:Lake Winnipeg,cg:BindingC_CA_ECCC,
Lake Wisconsin,lake wisconsin,lake wisconsin,GrebSR_US_WDNR,United States of America (the),3,43.379286666666665,-89.59291666666667,wb2:lake wisconsin,wb5:lake wisconsin,raw:Lake Wisconsin,cg:BindingC_CA_ECCC,
Lake Wissota,lake wissota,lake wissota,GrebSR_US_WDNR,United States of America (the),6,44.95085,-91.32688666666667,wb2:lake wissota,wb5:lake wissota,raw:Lake Wissota,cg:BindingC_CA_ECCC,
Lake Zug,lake zug,lake zug,WertherM_GB_STIR,Switzerland,3,47.12397333333333,8.483736666666667,wb2:lake zug,wb5:lake zug,raw:Lake Zug,cg:LehmannMK_NZ_UOW_NZ_LK,
Lake Zurich,lake zurich,lake zurich,WertherM_GB_STIR,Switzerland,3,47.22358333333333,8.744563333333334,wb2:lake zurich,wb5:lake zurich,raw:Lake Zurich,cg:LehmannMK_NZ_UOW_NZ_LK,
Liangzi Lake,liangzi lake,liangzi lake,YueL_CN_CUG,China,40,30.2524635075,114.5357747825,wb2:liangzi lake,wb5:liangzi lake,raw:Liangzi Lake,cg:YueL_CN_CUG,
"Little Pee Dee River, SC","little pee dee river, sc","little pee dee river, sc",SchallesJ_US_Creighton,United States of America (the),1,33.7362666666667,-79.2239833333333,"wb2:little pee dee river, sc","wb5:little pee dee river, sc","raw:Little Pee Dee River, SC",cg:BindingC_CA_ECCC,
Loch Lomond,loch lomond,loch lomond,SpyrakosE_GB_STIR,United Kingdom of Great Britain and Northern Ireland (the),5,56.138828000000004,-4.627006,wb2:loch lomond,wb5:loch lomond,raw:Loch Lomond,cg:AlikasK_EE_UT-TO,
Long Lake,long lake,long lake,GrebSR_US_WDNR,United States of America (the),3,45.71232666666666,-91.68533000000001,wb2:long lake,wb5:long lake,raw:Long Lake,cg:BindingC_CA_ECCC,
Loskop,loskop,loskop,MatthewsM_ZA_UCT,South Africa,38,-25.453,29.288,wb2:loskop,wb5:loskop,raw:Loskop,cg:KravitzJ_ZA_UCT,
Lurefjorden,lurefjorden,lurefjorden,KristoffersenA_NO_UiB,Norway,5,60.668146,5.144012,wb2:lurefjorden,wb5:lurefjorden,raw:Lurefjorden,cg:KristoffersenA_NO_UiB,
"Mackay River, GA","mackay river, ga","mackay river, ga",SchallesJ_US_Creighton,United States of America (the),1,31.231455,-81.429949,"wb2:mackay river, ga","wb5:mackay river, ga","raw:Mackay River, GA",cg:BindingC_CA_ECCC,
Mamiraua,mamiraua,mamiraua,BarbosaCCF_BR_LabISA-INPE,Brazil,6,-2.9422684999999995,-64.95671750000001,wb2:mamiraua,wb5:mamiraua,raw:Mamiraua,cg:BarbosaCCF_BR_LabISA-INPE,
Mangakaware,mangakaware,mangakaware,LehmannMK_NZ_UOW_NZ_LK,New Zealand,2,-37.933776,175.21962050000002,wb2:mangakaware,wb5:mangakaware,raw:Mangakaware,cg:LehmannMK_NZ_UOW_NZ_LK,
Mantova,mantova,mantova,GiardinoC_IT_CNR-IREA,Italy,36,45.162374229074075,10.775173424969136,wb2:mantova,wb5:mantova,raw:Mantova,cg:GiardinoC_IT_CNR-IREA,
Mapourika,mapourika,mapourika,LehmannMK_NZ_UOW_NZ_LK,New Zealand,1,-43.30345,170.215,wb2:mapourika,wb5:mapourika,raw:Mapourika,cg:LehmannMK_NZ_UOW_NZ_LK,
